,project name,Commit ID,commit_message,Maintenance,Testing,Feature Add,Bug fix,Documentation,Clean up,Build,Refactoring,Indentation,Token Replace,Source Control,Cross,Legal,Debug,Module Remove,Module Move,Rename,Versioning,Merge,Initialization,Internationalization,Data,Module Add,categories
253,apache-httpclient,31590950b5a891859b6f42ea6f4aa5343978e757,"Javadoc fixes

git-svn-id: https://svn.apache.org/repos/asf/httpcomponents/httpclient/trunk@1030510 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Documentation']
254,apache-httpclient,bc70b1839a994567c069d4aa893db875d20d18e3,"HTTPCLIENT-1079: Fixed Kerberos cross-realm support

Contributed by Michael Osipov <1983-01-06 at gmx.net> 


git-svn-id: https://svn.apache.org/repos/asf/httpcomponents/httpclient/trunk@1091904 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Bug fix']
255,apache-httpclient,3665ee0d37a6004024626d09714d47fd287184fe,"Minor optimization

git-svn-id: https://svn.apache.org/repos/asf/httpcomponents/httpclient/trunk@1483735 13f79535-47bb-0310-9956-ffa450edef68
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
256,apache-httpclient,4c89604863a2fa8b20b1c1cb929d1e69d00de23c,"A single trailing space breaks the build ...

git-svn-id: https://svn.apache.org/repos/asf/httpcomponents/httpclient/trunk@1604913 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Bug fix']
257,apache-httpclient,95d65666c8a51011273ad0612023c74eb128007a,"Javadoc updates

git-svn-id: https://svn.apache.org/repos/asf/httpcomponents/httpclient/trunk@1515777 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Documentation']
258,apache-httpclient,9d55aee86fe41cc05708b84625997e73cdd06d61,"Reworked auth caching code; added more test cases for protocol interceptors

git-svn-id: https://svn.apache.org/repos/asf/httpcomponents/httpclient/trunk@1075508 13f79535-47bb-0310-9956-ffa450edef68
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Maintenance']"
259,apache-httpclient,3a073e8ed8810610d9bf4d51a9b2930b4408332a,"Add final modifier to private fields.

git-svn-id: https://svn.apache.org/repos/asf/httpcomponents/httpclient/trunk@1432552 13f79535-47bb-0310-9956-ffa450edef68
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
260,apache-httpcore,48316ce246279fd18d1803829fdb060ee9fc088a,"Better method names for PooledClientEndpoint

git-svn-id: https://svn.apache.org/repos/asf/httpcomponents/httpcore/trunk@1777764 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Token Replace']
261,apache-httpcore,c93020cbb56dccd39bb4557c53aaedd99473c0b5,"HTTPCORE-445: Path matching issue when a query string is present in the URI

git-svn-id: https://svn.apache.org/repos/asf/httpcomponents/httpcore/trunk@1783327 13f79535-47bb-0310-9956-ffa450edef68
",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Bug fix']"
262,apache-httpcore,941bed2bea030beb7228296c702bdc55eb7eefc6,"Leverage SSL utility classes

git-svn-id: https://svn.apache.org/repos/asf/httpcomponents/httpcore/trunk@1605337 13f79535-47bb-0310-9956-ffa450edef68
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
263,apache-httpcore,e6783dfbc25e31dfc71a43620fa2c9810da7a0fa,"Code optimizations and cleanups per Sebb's comments

git-svn-id: https://svn.apache.org/repos/asf/httpcomponents/httpcore/trunk@1616430 13f79535-47bb-0310-9956-ffa450edef68
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
264,apache-httpcore,0927cb1006f0a8df1265a886ce96ddc366e5a798,"Deprecated ConsumingNHttpEntity and ProducingNHttpEntity interfaces

git-svn-id: https://svn.apache.org/repos/asf/httpcomponents/httpcore/trunk@1198871 13f79535-47bb-0310-9956-ffa450edef68
",1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Maintenance', 'Clean up', 'Documentation', 'Feature Add']"
265,apache-httpcore,3064551597d706ccc41f2480e2fa9106b9a818af,"Added #toString() method

git-svn-id: https://svn.apache.org/repos/asf/httpcomponents/httpcore/trunk@918638 13f79535-47bb-0310-9956-ffa450edef68
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
266,apache-httpcore,c02c9178c1def74e88e464f3296ddfdef15047f3,"HTTPCORE-331: BasicFuture no longer executes notification callbacks inside a synchronized block

git-svn-id: https://svn.apache.org/repos/asf/httpcomponents/httpcore/trunk@1435143 13f79535-47bb-0310-9956-ffa450edef68
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
267,apache-mina,5f296c6aa1592dd615fd8cbcd017f9da94c7003f,"avoid catching throwable
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Bug fix']
268,apache-mina,7f8d6e096db0c08dbd5eefd5d024afed62adf5b0,"Removed the methods that are modifying the buffer.

git-svn-id: https://svn.apache.org/repos/asf/mina/trunk@1208905 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Clean up']
269,apache-mina,5f337262fb4bfd740bf939dc99c034460b9dbd08,"removed some useless refrence to last socket connection
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Clean up']
270,apache-mina-sshd,8f7dff123f4dcaa8f35b024432f2c9a76069be46,Trim down log a bit,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['Debug']
271,apache-mina-sshd,9477d4fda8b212be39c36cffddf43f315f00239c,"SSHD43: When the ssh server is closd, channels are not closed cleanly, causing clients to hang

git-svn-id: https://svn.apache.org/repos/asf/mina/sshd/trunk@830525 13f79535-47bb-0310-9956-ffa450edef68
",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Bug fix']"
272,apache-mina-sshd,1448b79ba5848c8cb12bf87c8a1d6369b514fafa,"[SSHD-702] Add support for an SftpFileChannelOpener
",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Feature Add']"
273,apache-mina-sshd,93d3aea6d6c7959ed6c0dd70cc5c4270f6238144,[SSHD-402] SCP does not truncate existing files before overwriting.,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Bug fix']"
274,apache-mina-sshd,e79f409039a50582ac992e537f923aec38d38a39,"Added more information to logged information for write cycle completion
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Cross']
275,apache-mina-sshd,9d39433bd827dd06500df8bbd341b22dd14ef7b3,"[SSHD-562] Use consistent semantics for 'await' vs. 'verify' in Future-like constructs
",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Refactoring']"
276,apache-mina-sshd,dc0fb635197fa7e897b598af456a44479cf13481,"[sshd] remove unwanted reference

git-svn-id: https://svn.apache.org/repos/asf/mina/sshd/trunk@939696 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Clean up']
277,apache-mina-sshd,9d154d2ac49705a77232861e347a5dd7c9a62bb3,"SSHD-8: Secure the agent socket against race conditions

Binding a UNIX domain socket creates the socket file with the
current umask.  This may permit evil members of the caller's group
to connect to the socket before the listening process can mark it
as accessible only by the owner.

Instead, create a temporary directory that is accessible only to
the owner, and only after the location is locked down, create the
socket within it as a unique random name.

git-svn-id: https://svn.apache.org/repos/asf/mina/sshd/trunk@893394 13f79535-47bb-0310-9956-ffa450edef68
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
278,apache-mina-sshd,5b7b53bee3ab66327ec8acc03f92d8b5ac4f41a0,"Call ClientSession#createXXXChannel instead of createChannel(...XXX...) in SshClient#main
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
279,apache-mina-sshd,e077dae67546443a66aa4b101f88de3face5b872,"[SSHD-801] Close TcpipServerChannel gracefully if exception signalled and IOSession is open
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
280,apache-mina-sshd,82b0f82ece8deac40b48bbce69cab840a9e64f56,[SSHD-443] Improve supported cipher detection,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Maintenance']"
281,apache-mina-sshd,19ef5b11573ce28abc09606485c6838a08de852d,"[SSHD-203] Add session state notifications

git-svn-id: https://svn.apache.org/repos/asf/mina/sshd/trunk@1434652 13f79535-47bb-0310-9956-ffa450edef68
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
282,apache-mina-sshd,4726b2bf8bf5cf7919a9a3915061ab61d5e8ef72,"[SSHD-186] ResourceKeyPairProvider doesn't use its PasswordFinder

git-svn-id: https://svn.apache.org/repos/asf/mina/sshd/trunk@1389756 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Bug fix']
283,apache-nutch,ecb8693048206be7b750a71d336eb1df8c7c3544,"Trivial change of log message for Generator

git-svn-id: https://svn.apache.org/repos/asf/nutch/branches/branch-1.4@1160194 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Cross']
284,apache-nutch,753414e620f884f267f0227bcacc23d5718d3e77,"Fetcher displays protocol status names in counters instead of their code

git-svn-id: https://svn.apache.org/repos/asf/nutch/branches/nutchbase@980748 13f79535-47bb-0310-9956-ffa450edef68
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
285,apache-nutch,8af52fb55aa87ebe363f60b7929fb0723c368483,"Fix inconsistencies in usage text

git-svn-id: https://svn.apache.org/repos/asf/lucene/nutch/trunk@432251 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['Debug']
286,apache-nutch,5d4e8511c72b3e8b6f7b860406477cce8f748bac,"Add a toString method to Metadata

git-svn-id: https://svn.apache.org/repos/asf/lucene/nutch/trunk@388299 13f79535-47bb-0310-9956-ffa450edef68
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
287,apache-nutch,05960aa23e1d701efa923011822d8ac147bdfc3a,"oh well

git-svn-id: https://svn.apache.org/repos/asf/lucene/nutch/trunk@475382 13f79535-47bb-0310-9956-ffa450edef68
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
288,apache-nutch,f2da62a5c56f08e23fb216a356b233115ddc1466,"Merged 0.7 branch changes 240321:240453 into trunk

git-svn-id: https://svn.apache.org/repos/asf/lucene/nutch/trunk@265503 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['Merge']
289,apache-nutch,3f20e33268407c5247dfb4066e3e42b05b5c127d,"NUTCH-696 Timeout for Parser

git-svn-id: https://svn.apache.org/repos/asf/nutch/branches/nutchbase@981835 13f79535-47bb-0310-9956-ffa450edef68
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Feature Add']
290,apache-nutch,8eaa157a2f0214da21ed04aea15178fa77e15609,"Fixed LogUtil : now works with underlying log facade

git-svn-id: https://svn.apache.org/repos/asf/nutch/trunk@988544 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Cross']
291,apache-nutch,9ad0b410d3c9b636f36aae9d642d26038284aaba,"NUTCH-782: Ability to order htmlparsefilters

git-svn-id: https://svn.apache.org/repos/asf/lucene/nutch/trunk@917557 13f79535-47bb-0310-9956-ffa450edef68
",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Build', 'Maintenance']"
292,apache-nutch,a2ae871f8e6076d8182e1ad2248bd8b00c359bf7,"NUTCH-1629 Injector skips empty lines

git-svn-id: https://svn.apache.org/repos/asf/nutch/trunk@1516746 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Bug fix']
293,apache-nutch,4b9f2fbdc481916b9e8cc2fa627820f323b8d5be,"trivial commit to completely remove LogUtil from the codebase.

git-svn-id: https://svn.apache.org/repos/asf/nutch/trunk@1224919 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Clean up']
294,apache-nutch,e874ce94583770b4aecc7d62d408748f8233439f,"NUTCH-1142 Normalization and filtering in WebGraph

git-svn-id: https://svn.apache.org/repos/asf/nutch/trunk@1200346 13f79535-47bb-0310-9956-ffa450edef68
",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Maintenance', 'Feature Add']"
295,apache-nutch,70622c3e18cee879f5a38d895f68dd0be69461e1,"NUTCH-2164 NUTCH-2242 Inconsistent 'Modified Time' in crawl db / lastModified not always set
 - set modified time (time of last successful fetch) by DefaultFetchSchedule and AdaptiveFetchSchedule
   but only if the document is actually modified
 - update unit tests to check whether modification time is properly set
 - set modified time (sent by responding server in HTTP header) in ProtocolOutput:
   FetchSchedule implementations can access the HTTP modified time from CrawlDatum's
   metadata (PROTO_STATUS_KEY = ""_pst_"")
",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Bug fix']"
296,apache-nutch,b5b6291b6f1911383bb1f7783b5c99cdd67b8d64,"cleaned up package to use generics and java5 loops, removed unnecessary log guards, fixed indentation

git-svn-id: https://svn.apache.org/repos/asf/lucene/nutch/trunk@451641 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Clean up']
297,apache-opennlp,f0ef8f7f2f8ad0a332949c4707e0565e91fd7fba,"OPENNLP-769 First draft of evaluation tests using OntoNotes4

git-svn-id: https://svn.apache.org/repos/asf/opennlp/trunk@1674316 13f79535-47bb-0310-9956-ffa450edef68
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Maintenance', 'Testing']"
298,apache-opennlp,c5494d9b2bad7aebf031f316a9708c9ed8d9febe,"OPENNLP-603 A few bug fixes to get the w2v classes dictionary loaded after training a model with it

git-svn-id: https://svn.apache.org/repos/asf/opennlp/trunk@1533194 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Bug fix']
299,apache-opennlp,51bb03eb75526955c59a3dfadbce4e63690c4141,"OPENNLP-720 Fixed javadoc error

git-svn-id: https://svn.apache.org/repos/asf/opennlp/trunk@1631866 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Documentation']
300,apache-opennlp,12b7ccc61c3e24854c39d41d85736e951b17d86b,"OPENNLP-721 fixing xpath expression in GeneratorFactory

git-svn-id: https://svn.apache.org/repos/asf/opennlp/trunk@1632434 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Bug fix']
301,apache-opennlp,02c7974c113cc2a51d6741491080058470265899,"OPENNLP-137: Terminate execution time print with newline

This closes #54
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
302,apache-opennlp,04bffa5b441fd05824ddf4b94b26eb2b4b40756b,"OPENNLP-714 added brown clustering features for token, token class and bigrams, plus support class to serialize brown cluster lexicons

git-svn-id: https://svn.apache.org/repos/asf/opennlp/trunk@1665208 13f79535-47bb-0310-9956-ffa450edef68
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Feature Add']
303,apache-opennlp,480687302202727aa756c75d2e9265bea91edbdd,"OPENNLP-581 Deprecated TrainUtil methods and removed duplicated references to constants. Moved the isValid method to TrainerFactory, updated it to work with class names and created a junit test to validate it.

git-svn-id: https://svn.apache.org/repos/asf/opennlp/trunk@1521519 13f79535-47bb-0310-9956-ffa450edef68
",1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Clean up', 'Maintenance', 'Refactoring']"
304,apache-opennlp,0874a434493c1fb24ec2ab5e6a2426df13a6457b,"OPENNLP-787 Cluster id String objects are now reused

git-svn-id: https://svn.apache.org/repos/asf/opennlp/trunk@1683246 13f79535-47bb-0310-9956-ffa450edef68
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
305,apache-opennlp,f8f68f9d49411315b696ac305aad3529d3902bd6,"OPENNLP-669 Remove duplicate throw for IOException.

git-svn-id: https://svn.apache.org/repos/asf/opennlp/trunk@1580107 13f79535-47bb-0310-9956-ffa450edef68
",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Indentation', 'Clean up']"
306,apache-parquet-mr,df3e94ad9e4d6cd87f487087616d220e90cf192e,"change default level encoding to bit packed; instanciate reader from page header encoding
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Maintenance']"
307,apache-parquet-mr,806b548153532021d80de45741e51e0d2622f3e3,"fix for schema compatibility
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Bug fix']
308,apache-parquet-mr,3dd2210e79a8eb84378c370b32652f9a53f87a93,"PARQUET-548: Add EncodingStats.

This adds `EncodingStats`, which tracks the number of pages for each encoding, separated into dictionary and data pages. It also adds convenience functions that are useful for dictionary filtering, like `hasDictionaryEncodedPages` and `hasNonDictionaryEncodedPages`.

`EncodingStats` have a unit test in parquet-column and an integration test in parquet-hadoop that writes a file and verifies the stats are present and correct when it is read.

This includes commits from #330 because it updates the dictionary filter. I'll rebase and remove them once it is merged.

Author: Ryan Blue <blue@apache.org>

Closes #332 from rdblue/PARQUET-548-add-encoding-stats and squashes the following commits:

5f148e6 [Ryan Blue] PARQUET-548: Fixes for review comments.
dc332d3 [Ryan Blue] PARQUET-548: Add EncodingStats.
",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Feature Add']"
309,apache-parquet-mr,73d7558bdaf966a9fbfae7fc1c8f0ba727a98de9,"Simplify Types API by moving repetition.
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Maintenance']"
310,apache-parquet-mr,19b369b8a7f5514c346206801773425cc333a796,"use checkNotNull
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Maintenance']"
311,apache-parquet-mr,634cb777c22ee7d4b03b3c35c85f3d198e7c1691,"fix bug when printing a ByteBuffer based binary would consume the buffer
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Bug fix']
312,apache-parquet-mr,568bd7f60ffa0fa75071c4ac1675bcc1519c0c00,"Add Binary.fromByteBuffer method.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
313,apache-parquet-mr,c38386d6b5622915a2d42d989c56d37f17c673d6,"PARQUET-393: Update to parquet-format 2.3.1.

Author: Ryan Blue <blue@apache.org>

Closes #303 from rdblue/PARQUET-393-update-parquet-format-version and squashes the following commits:

0e4c798 [Ryan Blue] PARQUET-393: Add TIME_MICROS and TIMESTAMP_MICROS.
ca4a741 [Ryan Blue] PARQUET-393: Update to parquet-format 2.3.1.
",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Build', 'Maintenance']"
314,apache-phoenix,d3ed79541a97d1b8a4006d9cb5f7a8a2483b2907,"Removing unnecessary method
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Clean up']
315,apache-phoenix,7d2205d0c9854f61e667a4939eeed645de518f45,"PHOENIX-4287 Make indexes inherit use stats property from their parent table or view
",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Feature Add']"
316,apache-phoenix,66d6bba6d8fa1d58eb636458f9f7095b8f4f5059,"PHOENIX-3484 Major compaction does not update statistics based on table specific GUIDE_POSTS_WIDTH
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Bug fix']
317,apache-phoenix,7220592ff43235431c6d2909094e5e832665a73d,"PHOENIX-4028 Provide option to not throw index write failure back to client
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Maintenance']"
318,apache-phoenix,4e0c0a33ed8b401f7785dde8979041dd5ab9a1f4,"PHOENIX-4386 Calculate the estimatedSize of MutationState using Map<TableRef, Map<ImmutableBytesPtr,RowMutationState>> mutations (addendum)
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Feature Add']
319,apache-phoenix,944bed73585a5ff826997895c2da43720b229d8a,"PHOENIX-4178 Detect failed index write while rebuilder is running with index staying active
",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Feature Add']"
320,apache-phoenix,da8def924b933b5cbdf8007095bf686ead6fd168,"PHOENIX-3121 Queries with filter and reverse scan failing when limit is a multiple of scanner cache size
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Bug fix']
321,apache-phoenix,4a1ec7ec44248315023db41cf4c941a366a1d294,"PHOENIX-1234 QueryUtil doesn't parse zk hosts correctly
",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Bug fix']"
322,apache-phoenix,39afa9f18cad132a8a5c49b0e2e31671c85a3c7e,"PHOENIX-2099 Backward Compatibility - Concurrent modification error on connect
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Bug fix']
323,apache-phoenix,b2b5788d9dd96dc5fa2f0ac0d0b2a792d9bb26b2,"PHOENIX-1560 Join between global index and data table if INDEX hint used
",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Feature Add']"
324,apache-phoenix,2dfede4488a3086f5b78cae48a5367f486d8a49c,"Use a priority queue in MergeSortResultIterator (Ankit Singhal)
",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Feature Add']"
325,apache-phoenix,5282a8a09fec1ea7a6241565ff034246e3b30b92,"PHOENIX-945 Support correlated subqueries in comparison without ANY/SOME/ALL
",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Feature Add']"
326,apache-phoenix,7827178b7addbd336d5a5c3b12a4e1b764f0f74a,"PHOENIX-3054 Counting zero null rows returns an empty result set
",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Bug fix']"
327,apache-phoenix,efb941aef6062fe704460fd37f9cc062c2ed2eee,"PHOENIX-2095 Lower the default for phoenix.sequence.saltBuckets
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maintenance']
328,apache-phoenix,173c7d72defbb5a73a36fd5c8c12c8e621295e70,"PHOENIX-1216 fix code Change spooling directory

Make the spooling directory configurable.

Signed-off-by: Gabriel Reid <gabrielr@ngdata.com>
",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Maintenance', 'Indentation']"
329,apache-phoenix,9b9c86808e61382fc14306ea0aa5762815cc2ebf,"PHOENIX-1016 Support MINVALUE, MAXVALUE, and CYCLE options in CREATE SEQUENCE (Thomas D'Silva)
",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Feature Add']"
330,apache-phoenix,436bab01d125383f6172120337098509c5e86b9a,"PHOENIX-3524 Changing the APPEND_ONLY_SCHEMA property using an ALTER TABLE does not work
",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Bug fix']"
331,apache-phoenix,de9a2c7b0249cd5a1a75374aa5244d5ee076f3c1,"PHOENIX-1311 HBase namespaces surfaced in phoenix
",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Feature Add']"
332,apache-phoenix,b0220fa7522fd7e1848ad428a47121b205dec504,"PHOENIX-4322 DESC primary key column with variable length does not work in SkipScanFilter
",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Bug fix']"
333,apache-qpid-jms,f832a9ffd79f74deaf16856d41a28aa65c687901,"QPIDJMS-240 Add option to control thread state managed by the Connection

Adds option jms.useDaemonThread to allow control of the Connection
thread's daemon state.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Maintenance']"
334,apache-qpid-jms,a8ccb1ea1f3a6044e3a9ef85e71a49f67abb2e6c,"QPIDJMS-253: allow the client transport config defaults to pick up current state for the ssl system properties
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Maintenance']"
335,apache-qpid-jms,79b9004e0eee01792cdf72af2dd594e7d72825fb,Some tests and cleanup of AmqpProvider.,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['Testing', 'Debug', 'Maintenance']"
336,apache-ranger,4bf8a3fae805e1175ba62588ea578abb4a9d9880,"RANGER-322: renamed RangerResource class and added utility methods
",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Maintenance', 'Token Replace']"
337,apache-ranger,02f83498e11754dcbc478ec0946a1ecc582640fe,"RANGER-1513:Add Support for S3 authorization in Ranger Hive Plugin

Signed-off-by: rmani <rmani@hortonworks.com>
",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Testing', 'Feature Add']"
